obs_index,Intercept,treatment[T.Phác đồ B],sex[T.Nữ],age,bmi,diabetes,hypertension,smoking,egfr,hba1c,crp,max_abs_dfbeta,flagged
48,0.04108221474246564,-0.0770177002695713,0.0495137999182774,-0.1338206489484289,0.03901446264559253,0.09167789210826079,0.06503923417530026,0.07404670211146427,0.05599001674824822,-0.13535989985562563,0.0024733915786390812,0.13535989985562563,False
49,-0.12769969881922963,-0.07795347559712959,-0.11416562131452873,-0.03814753449743854,0.09979949770977081,0.12154254563454434,0.05856324695627523,0.04873888731115714,-0.019763130844556526,0.15100995125026692,-0.008497665188162916,0.15100995125026692,True
50,0.006401200577924208,-0.055394049634822216,-0.04102468383547614,0.07485821025633485,-0.0916250001347957,-0.05514961854899065,0.05037357738581813,0.0620360539287292,0.08388494449384365,-0.04346089713058916,0.025693693302429727,0.0916250001347957,False
51,0.23334426827915491,-0.10112308310771367,0.06394098861419842,-0.12627917976946765,-0.1355602249476347,0.06816749214214729,-0.04799087090902444,-0.05337955675769278,-0.014242739963550452,-0.13393642080386683,-0.05791047926466141,0.23334426827915491,True
52,0.0896101027433035,0.0456049308323368,0.025410555116734086,-0.04009065177764262,-0.03167081684259187,-0.04549325007997043,-0.052402241121074215,-0.03900151577807471,-0.024550590472195682,-0.06379071340194387,-0.050714392604783005,0.0896101027433035,False
53,0.0955633685788382,0.06088018007909066,0.034393039178376245,-0.09370158594978018,-0.05174088180689034,-0.05724521040725008,-0.06971634053405927,-0.05609848541244848,-0.0405420446315887,-0.0031484552195788097,-0.04400399896733396,0.0955633685788382,False
54,-0.02058706454499995,0.07458324426603744,0.05514964701090519,-0.036763150493101436,-0.02198051600101277,-0.0724809697378407,0.04762183880508949,0.07246999936179856,0.023077678091020754,0.04444446679298109,-0.06137159157556921,0.07458324426603744,False
55,-0.06850779158715897,-0.0904543664901022,0.07897472491091283,0.08166797349170468,-0.032001377262115584,-0.08954483148841294,0.04847049411245901,0.07983131422117128,0.015839610900206243,0.1281866188378215,-0.10445812214631092,0.1281866188378215,False
56,0.020470300555028492,0.09158302293582728,-0.0997118842102422,-0.14321606574332987,0.09843181074953604,-0.05580791396209989,0.06496939476885917,-0.08705982623443012,0.012687179336897702,0.029720147099068832,-0.0549369807853597,0.14321606574332987,True
57,0.09715104052649723,0.03721629578303463,-0.041459404003416904,-0.049923200897596505,-0.045702585545769496,-0.04755727789786206,0.04348880437171434,0.05426009015078452,-0.006934651771529333,-0.07794161342095095,-0.03616870549603359,0.09715104052649723,False
58,-0.07529560465383871,-0.1313391729044896,0.13798863634866476,-0.013229454719168594,-0.05913490670490819,0.07368682957776641,-0.09794040240171152,0.13257849341719305,0.0844606990167062,0.13985298218530212,0.0553247151825626,0.13985298218530212,False
59,-0.0006448921089151942,0.04494675841473409,-0.04834484938799535,0.03178827636198353,0.022013015700284185,-0.04293141753295285,-0.0580955671686314,0.04178900936286766,-0.012258281894692321,-0.019598248333349607,-0.028840596660345726,0.0580955671686314,False
60,0.03173657958666157,-0.03494001605733573,-0.03389897560864402,-0.01946965883094732,0.019175490031145447,-0.027396673604635557,0.042924606321978136,-0.04472468135622635,-0.05934671368123004,-0.03194093943209178,0.04112948644716405,0.05934671368123004,False
61,-0.20500672243970786,-0.08298855228149536,0.09482343506706357,0.10671686503986048,0.1649117577370323,-0.08823276793003186,-0.12972285107705,-0.10347619369521774,0.04152600885173357,0.16028196442371698,0.0271418888766188,0.20500672243970786,True
62,0.020157210631547354,-0.06858438425254917,0.07476340553271749,-0.05401862898223914,-0.016317593956554192,-0.0571418158793381,0.07701732845426669,-0.06393215119893585,0.08940624637450614,-0.09117655249637797,0.08754088917072143,0.09117655249637797,False
63,0.06392841412736448,0.026017785873307615,-0.030993986735824007,-0.0017800606657252375,-0.03852156298995727,-0.02440081968533324,-0.022823439668083322,-0.02342632995583259,-0.03728826771242499,-0.04109768221135785,-0.008464477032883663,0.06392841412736448,False
64,0.038080666300829895,-0.027456903397730856,-0.021390427463706018,-0.00897530035277573,0.0046702136111197515,-0.02275209249990436,0.03746823822970221,-0.03200602521377567,-0.05819661261248183,-0.04456761690515034,0.04282853430024509,0.05819661261248183,False
65,-0.010459596888224119,0.06700979291225533,-0.06618571189312351,0.027563612416848682,-0.08009052085381965,0.06418495765439888,-0.05852414283845992,0.052199668558347775,-0.08092969368709417,0.07723885503955948,0.04381170943421879,0.08092969368709417,False
66,0.06581940217397357,-0.07744320124303557,0.08467291835904382,0.038494128083541114,-0.010395887528316656,-0.08551312650995195,-0.05091337264416925,-0.04213858550324445,-0.06786628274047365,-0.018844157922204154,-0.02327404911384962,0.08551312650995195,False
67,0.10316282938001996,-0.08643768719525696,0.08905595441824181,-0.1304133861485938,0.026439679990905917,-0.0899925360151782,-0.0670896275504632,-0.042143325125281586,0.0458473263131838,-0.11022295717102819,0.0587569589188995,0.1304133861485938,False
68,0.007816878475612738,0.09201923887711677,0.08095555289117619,-0.025299021614217147,-0.033056808727690554,0.10413861060724475,0.11989221236718518,-0.1089866204883706,0.011186627052484927,0.026519054675333466,-0.0925175994081224,0.11989221236718518,False
69,0.0536509082443858,-0.06888913713349179,-0.056988241982229196,-0.06362113948861459,0.049393419301141155,0.08329513993001436,0.09701221417691269,-0.08336197562973274,-0.10646723132381739,-0.03522646257330429,0.04673282837254184,0.10646723132381739,False
70,0.04081938727991211,-0.0958006728716488,-0.07971933903425203,0.005636418399028128,-0.08358191532050545,0.09290805129506594,-0.06174415191809746,-0.08417571387332896,0.07230738335794772,0.011508437315055992,0.05078537641836609,0.0958006728716488,False
71,-0.22920619934834854,-0.09159953603563042,0.1248217797266554,0.07472137425741704,0.13897216730282433,0.08452197721453057,-0.09957512241009545,0.07739028052608724,-0.08737769398988102,0.15920208405506278,0.17378685994333223,0.22920619934834854,True
72,0.05225367524845132,-0.07011240624589592,-0.08307029066214484,-0.014661379093743468,-0.1040729857934472,-0.05791760935255173,0.03979594085572466,0.06740990992750102,0.058760171531297006,0.036519687708063256,-0.0822396462060149,0.1040729857934472,False
73,-0.06834852388925365,0.0763474670872238,0.1094079956854949,0.08221923443527887,0.056718927277564675,-0.09974440802873896,-0.06281236726111172,-0.06369918695116335,-0.04285650101507008,0.052886024179103784,0.0431173849472409,0.1094079956854949,False
74,0.13529472163871695,-0.08917077650819405,-0.08986832798205556,-0.05926239880468755,-0.09579878135659065,0.06553643882094243,-0.07760786307223155,0.10370694361404569,0.13246085088045054,-0.13889178315825007,-0.04988074246388392,0.13889178315825007,False
75,-0.0673175026142611,0.07886357862640671,0.08324942589295758,0.07431760858135737,-0.08661877138160091,0.06688152896187692,-0.0746529030364303,0.07675000049441813,-0.025370753937639046,0.07424544853971547,0.04156511590521981,0.08661877138160091,False
76,-0.02258442106926604,-0.06742747451664122,-0.12706430889093343,0.03135540988934323,0.07912144786166185,-0.05352606463835532,-0.13527511514933385,-0.08945262143037891,0.05768454528231607,0.0873921204349498,-0.17244583190773577,0.17244583190773577,True
77,0.09395937051800397,0.07043009117103691,0.05030500814964981,-0.07469955868512422,-0.0011572027395365175,0.059364889925300715,-0.09014713778105163,0.1008955151418715,0.0415756880511169,-0.11657078019568057,-0.13384551313230586,0.13384551313230586,False
78,0.041410795735503554,-0.08778253019869128,-0.04533958614014793,-0.009218535893984308,-0.0953824807327443,-0.07654451905287982,0.10379271325628288,-0.07594705702945974,-0.04053199571620253,0.11293406819431093,0.04191682047064473,0.11293406819431093,False
79,-0.014973828169284949,-0.11532469761458154,0.0585630605664662,-0.16876858711704543,-0.09695726087848909,0.1295320213510371,0.07904898686982934,0.0894373930795018,0.10613692805732922,0.13893646337281365,-0.07943490146238127,0.16876858711704543,True
80,0.061369771263848,-0.03674787711393084,0.0383581898844994,0.04237599593223351,-0.053419493557584005,-0.03385119705934903,0.041733533182148716,-0.027271657902976698,-0.06044097383396394,-0.049340789221164964,-0.01109841129321762,0.061369771263848,False
81,-0.015925716141621672,0.08635389559307552,0.06924882644876111,0.09002929181427023,0.048660436438242576,0.07701010703996325,-0.08005278789861271,-0.07970352915821292,0.08433103665140682,-0.09857406111690176,-0.1005812859069971,0.1005812859069971,False
82,0.014514310780265775,-0.07146988575455107,0.08541354252648733,0.06939462201947286,0.04007754746851729,-0.09344431352132217,-0.06359074154524964,0.08855752767151143,-0.006632072992569717,-0.07248684733282224,-0.017780519782450262,0.09344431352132217,False
83,0.05331590611039746,-0.061871292569752136,-0.04546839659002029,-0.014424668967952518,0.028269148764697546,-0.06391674153298392,-0.05459155357254054,-0.04653293139139609,-0.03183181977045837,-0.01935669703425871,0.018266021663050667,0.06391674153298392,False
84,0.019988986896285456,-0.05787411819140348,-0.059040748252394505,0.06580772458489956,-0.05766143074075475,-0.05272794001630176,0.033000183024944674,0.04848639335132927,-0.027089814782627033,0.0510764529191408,-0.09356883251450532,0.09356883251450532,False
85,-0.05348864595456707,-0.056395038253696184,-0.07413960493491184,-0.040118889259814564,0.10157225161308052,-0.05117068927377057,0.03090406370681569,0.05305321326765891,-0.014824674863854225,0.051732075613049315,-0.007464122815582663,0.10157225161308052,False
86,-0.2472638196989201,0.13504583405549156,-0.15156451488147876,0.07421450262931227,0.1958465722831325,-0.06024571147295913,-0.17285848137233378,-0.1274945346972861,0.18590448815169414,0.19763864012982854,-0.083502875035348,0.2472638196989201,True
87,0.007624991790367733,0.08070891737749551,0.1081925720348077,-0.06422898318512417,0.03427476512492632,0.07180176315932492,-0.03443234167217993,-0.08163336444218104,-0.13081381670069323,-0.002888999621951649,0.13706220213469397,0.13706220213469397,False
88,-0.04116108279870695,-0.07532594153878948,0.0831070878795071,-0.01712323191587721,0.027860684092711047,0.07752767868656492,0.08195925124642275,0.06424923379457102,-0.029163152700023023,-0.040861420267853325,0.08326521340812809,0.08326521340812809,False
89,-0.03200405695747144,0.05863811456693745,0.07862897752852505,0.030901015568000473,-0.026505849670991434,-0.07495798017033431,-0.05276879339617821,0.07408514745218318,0.015592248189348245,-0.0372290742630817,0.1119456988429997,0.1119456988429997,False
90,0.06800935446092073,-0.09019893914641558,0.05810318692558969,-0.008281577651737952,-0.1148690810015363,-0.0920165618521043,-0.1025090582454673,0.09437170396204415,0.01637876457722435,0.05778507592231336,-0.09869709781902378,0.1148690810015363,False
91,-0.04924912651088115,-0.09393157439186854,-0.05269087379052321,0.08947107720317292,-0.015449814465750864,0.0849546692248724,-0.05295189738589071,-0.09970139903488137,-0.08847154314715787,0.13685910167916657,0.09027491399051742,0.13685910167916657,False
92,0.03208616353953717,-0.05420964649645592,-0.051457044938780394,0.03489977098335516,0.08231180236839993,0.06297181273813175,0.06643162480677765,-0.0687100695218259,-0.09339485921566905,-0.06771651286931893,-0.0417893562429786,0.09339485921566905,False
93,0.06308535917386984,0.04036588706008538,-0.036782469098699005,-0.043971567971918674,-0.04120961370672227,-0.032778585147148376,-0.02774393282319675,-0.036006386966746275,-0.05885250768222185,-0.02155279540678406,0.056317794510469005,0.06308535917386984,False
94,0.08342644733742294,-0.10566368596897756,0.10264831946556775,0.0889883059894774,-0.15921307235635412,0.04837824988925106,0.10717878816678789,0.09208606074031807,-0.033572798389382194,-0.034903825602323156,-0.07893956063089504,0.15921307235635412,True
95,0.013048748449512829,0.06427468357302038,0.05863442971457508,0.07057532466120554,-0.1216887608478688,0.06444225141422451,0.07640162407414783,0.06573491039253206,0.05928062825172573,-0.08422093384632978,-0.03003251785586516,0.1216887608478688,False
96,0.06629927417389765,0.04966925147570516,-0.032590006812013086,0.029567635981954207,-0.07007405314251884,0.04599873457032667,-0.013571390788966171,-0.04824814616732152,-0.06093202535525133,-0.06301464173727482,0.07078580424418719,0.07078580424418719,False
97,-0.1524479669303185,0.09530637104625331,0.1499465964217087,0.09807314962661771,-0.0194876502273281,0.07200611124933548,0.13895391867108664,0.10525837781334173,0.1239851179215689,-0.04787322038643649,0.164622415561687,0.164622415561687,True
98,-0.02044865028464496,-0.06379478528396908,0.052474099276897876,0.005158911097202184,0.0698842105849957,-0.06502852474299486,0.03225907609077819,0.07155831806275598,0.07200137812005744,-0.07824874750430541,-0.057425062928566306,0.07824874750430541,False
99,0.061607568972212326,0.02601408699084107,-0.03292327247270061,-0.0144071828702577,-0.03516992307550394,-0.030294393931109786,-0.03096863174597273,0.033175102087013186,-0.02682656077345055,-0.04466906732330408,-0.014796731068050874,0.061607568972212326,False
100,-0.09329091325387014,0.0761179399992574,-0.08432030057507517,0.1018603997948854,0.09236934758760984,0.07611295167112013,0.03626662857468142,0.034217689357926,0.012750830548295773,-0.024705648682310843,-0.0787825940795938,0.1018603997948854,False
101,-0.04082941855673674,0.07715715600685027,-0.05358981359357809,0.04299984958632126,0.07897214406173647,-0.06837359913074427,-0.06599097760774274,-0.05487930124853309,0.07079329528961902,-0.04895098602187881,0.045923293765590074,0.07897214406173647,False
102,0.09889986926067501,-0.09563002634658889,0.05186514124538614,-0.13255248450144938,-0.11412880466900735,0.0928771276739896,0.07791086881259077,0.07867036833981961,0.008253411708468243,-0.021214076737721195,-0.059122511912645045,0.13255248450144938,False
103,0.01079094971522856,0.057956251689799676,0.0495417003178586,0.0386872871794714,-0.029675977807328145,-0.05152931313216226,0.05655650731937753,-0.06721980261534898,-0.07096332548198397,0.03264377132890308,-0.05760634933708146,0.07096332548198397,False
104,-0.04959829019060141,-0.08199825944217826,-0.06467823669165383,0.06629516278341822,0.0647170828923791,-0.08685061771168916,-0.09190379089445375,-0.07473469020103955,0.018499118974938316,0.10370645117408511,-0.012047609597526588,0.10370645117408511,False
105,-0.020506392036139146,-0.060758357519454805,-0.06096232594513185,1.6609047654718176e-06,-0.02462513131597107,-0.05655989116104072,0.047397607768135536,0.06555791746384854,0.0727023153405006,0.00282229023657536,0.0337934895673588,0.0727023153405006,False
106,0.11134902900745652,-0.057812264101278724,-0.06608402761656056,-0.06698383877732214,-0.08058908813460391,0.06976884714352569,-0.03804179929183966,-0.061912485867582856,-0.06936663932900514,-0.0382154129428079,0.05056357602694309,0.11134902900745652,False
107,-0.09886823833316638,0.0720179042539368,0.12171176890944892,0.12611687532773203,0.04505442029051449,0.04806733904962064,0.10927405920151351,0.07757857894650175,0.0031426952855877857,-0.10932692068717684,0.1187970599030377,0.12611687532773203,False
108,-0.07936374143686495,0.09088955540791971,-0.08582998425104874,-0.04424011199546379,-0.03002919211304432,-0.062227987219486726,0.054402571571665954,0.06651276785645156,0.06145745939152175,0.12285410335877879,0.036732642145408244,0.12285410335877879,False
109,0.04160729029103667,0.06448082451058838,-0.05866824710731838,-0.060410774603831055,0.013813412891643338,0.05433893930452551,-0.05196020851424063,0.07030833408550875,-0.043110955936485874,-0.05191582056087979,0.04577158973511521,0.07030833408550875,False
110,-0.004856942764167982,0.08371423538643677,-0.10766463465905644,-0.08797590146117966,0.04554211808616415,0.08573414167393935,-0.0935430612728728,0.05854728093359221,0.02871345588456761,-0.0285493831776746,0.001043881488038883,0.10766463465905644,False
111,-0.0035749470274786337,-0.10786989237069207,0.08314786867769891,-0.05922379655532847,0.14805033912085153,-0.10882976165635032,-0.13020246531551735,-0.0887213848717221,-0.08801748066957661,0.16875468418389578,-0.16395515514564513,0.16875468418389578,True
112,0.017037794987743406,0.057585308192334685,0.04889131193492838,0.10393011845874196,-0.09539665071496602,0.049244258143455705,-0.06731521183236476,0.06593128335882954,-0.004980281565069911,-0.03031392333796946,-0.07963623114453121,0.10393011845874196,False
113,0.08080389755586125,-0.0679602022876703,-0.0735065942772732,0.044914273115556624,0.008220034131866054,0.06293919625869511,-0.05816883919271261,-0.06151007620856401,-0.0174222608430021,-0.07779899588645492,-0.08908982872556927,0.08908982872556927,False
114,0.014867930583607903,-0.07231082072111311,0.07112961263129626,0.09448140693067393,-0.04950797163700644,0.0632468793805838,-0.04629850985047632,-0.07227621761366074,-0.074850714675984,-0.015943785850534197,0.023691062522544184,0.09448140693067393,False
115,0.03767826887328101,-0.05538037205603056,-0.09209509553286178,0.02500478308972886,0.029434392318656473,0.06289538481631406,-0.08736784641789408,0.05245296974579314,0.027621320184651167,-0.07635081691854176,-0.11025405466044962,0.11025405466044962,False
116,-0.08904285957154201,0.08842029933847717,0.07294790068824389,0.1439148463206811,-0.08347718576487957,-0.07299233809866275,0.07345514529485937,-0.0929943357479052,0.10168612588153403,0.08217106604582018,-0.074038599556808,0.1439148463206811,True
