respondent_id,age,gender,education,income,work_hours,work_mode,tenure_years,js_q1,js_q2,js_q3,js_q4,js_q5,job_satisfaction,bo_q1,bo_q2,bo_q3,bo_q4,bo_q5,burnout_score,wlb,turnover_intent
R0068,31,Nữ,THPT,7,47.5,Remote,6.2,4,3,4,4,3,3.6,3,3,3,2,2,2.6,3,0
R0069,23,Nam,Đại học,13,37.6,Hybrid,3.6,5,5,5,5,5,5.0,3,2,3,3,3,2.8,4,0
R0070,35,Nữ,Đại học,14,43.6,Hybrid,18.1,5,3,5,4,4,4.2,4,4,3,2,2,3.0,4,0
R0071,38,Nam,Đại học,11,35.8,Hybrid,1.8,4,3,3,3,3,3.2,3,2,4,3,3,3.0,3,1
R0072,26,Nam,Thạc sĩ,5,43.1,Văn phòng,0.3,5,4,5,4,5,4.6,4,5,5,4,4,4.4,3,1
R0073,44,Nữ,Thạc sĩ,12,48.8,Văn phòng,6.8,2,3,3,2,2,2.4,1,2,3,2,2,2.0,3,0
R0074,24,Nam,THPT,13,31.7,Văn phòng,2.4,4,3,4,3,4,3.6,3,2,2,3,3,2.6,4,0
R0075,22,Nữ,Tiến sĩ,7,33.1,Remote,3.1,1,3,3,2,3,2.4,3,2,2,4,3,2.8,4,0
R0076,43,Nữ,Đại học,10,27.2,Văn phòng,7.5,4,4,4,3,4,3.8,2,2,3,3,2,2.4,2,0
R0077,30,Nam,Đại học,5,40.9,Văn phòng,1.2,4,3,2,3,4,3.2,3,4,4,5,5,4.2,4,0
R0078,32,Nam,Đại học,5,25.7,Hybrid,1.6,4,3,3,3,3,3.2,1,1,1,1,2,1.2,5,0
R0079,26,Nữ,Thạc sĩ,8,37.0,Văn phòng,0.4,3,4,3,3,3,3.2,5,5,5,5,5,5.0,3,1
R0080,22,Nữ,Thạc sĩ,9,44.4,Remote,4.6,3,4,4,4,3,3.6,3,4,3,3,2,3.0,3,1
R0081,45,Nữ,Thạc sĩ,12,57.6,Văn phòng,1.0,1,2,1,2,1,1.4,4,3,4,3,4,3.6,2,1
R0082,27,Nữ,Tiến sĩ,6,42.2,Hybrid,7.7,4,3,3,2,3,3.0,2,3,2,3,2,2.4,3,0
R0083,48,Nữ,Thạc sĩ,8,49.9,Remote,3.8,4,3,4,3,4,3.6,2,2,2,2,3,2.2,3,0
R0084,41,Nam,Thạc sĩ,8,42.0,Văn phòng,9.7,2,2,2,2,2,2.0,4,4,5,4,4,4.2,3,1
R0085,31,Nam,THPT,13,43.9,Hybrid,0.3,4,4,3,3,3,3.4,5,4,5,4,4,4.4,2,0
R0086,24,Nữ,Thạc sĩ,20,41.8,Văn phòng,19.2,4,5,4,4,5,4.4,2,2,2,1,2,1.8,2,0
R0087,27,Nam,Thạc sĩ,24,41.6,Văn phòng,2.0,3,4,4,3,3,3.4,3,3,3,3,3,3.0,3,0
R0088,23,Nữ,THPT,5,48.4,Remote,3.2,3,3,3,3,3,3.0,2,2,2,2,2,2.0,3,0
R0089,52,Nam,Thạc sĩ,10,43.5,Hybrid,4.1,2,1,1,1,1,1.2,1,1,2,2,2,1.6,2,1
R0090,35,Nữ,Thạc sĩ,6,42.0,Hybrid,2.7,1,2,3,2,3,2.2,3,2,3,3,4,3.0,4,1
R0091,44,Nữ,THPT,10,35.6,Văn phòng,3.0,4,3,4,4,4,3.8,2,4,3,3,2,2.8,4,0
R0092,22,Nam,Đại học,12,38.3,Remote,2.2,5,4,4,5,5,4.6,2,2,2,3,2,2.2,3,0
R0093,35,Nữ,Đại học,10,57.0,Hybrid,0.8,2,2,2,4,2,2.4,5,5,4,4,4,4.4,4,1
R0094,44,Nam,Đại học,10,40.0,Remote,14.0,2,2,4,2,3,2.6,2,2,2,2,2,2.0,3,0
R0095,30,Nam,THPT,21,54.4,Văn phòng,6.5,3,2,2,3,4,2.8,2,3,3,3,3,2.8,3,1
R0096,43,Nam,Đại học,14,37.5,Văn phòng,3.6,3,2,3,3,3,2.8,2,3,2,3,3,2.6,2,1
R0097,24,Nam,Thạc sĩ,9,46.6,Remote,0.3,2,2,2,3,2,2.2,1,1,1,1,1,1.0,3,0
R0098,22,Nam,Đại học,10,42.8,Hybrid,9.0,2,3,3,3,3,2.8,3,3,3,3,3,3.0,2,0
R0099,37,Nữ,Đại học,15,38.8,Hybrid,0.3,4,4,4,5,4,4.2,1,2,2,1,1,1.4,3,0
R0100,30,Nữ,Thạc sĩ,14,46.9,Văn phòng,6.1,3,1,2,2,2,2.0,3,3,3,3,3,3.0,3,0
R0101,39,Nam,Thạc sĩ,8,27.6,Hybrid,0.3,4,3,3,3,2,3.0,3,2,3,2,2,2.4,5,0
R0102,22,Nữ,Thạc sĩ,5,43.6,Văn phòng,5.7,1,2,2,1,2,1.6,1,2,2,1,2,1.6,2,0
R0103,40,Nữ,THPT,6,45.6,Hybrid,7.4,2,3,2,2,3,2.4,2,3,1,2,2,2.0,3,1
R0104,57,Nam,Đại học,11,43.0,Hybrid,2.4,4,4,3,3,4,3.6,3,3,4,3,3,3.2,2,0
R0105,33,Nữ,Đại học,5,49.5,Hybrid,3.2,4,3,3,3,3,3.2,3,3,4,5,4,3.8,4,1
R0106,34,Nam,Thạc sĩ,9,39.7,Hybrid,7.3,3,3,4,4,5,3.8,5,4,4,4,5,4.4,3,0
R0107,35,Nam,Tiến sĩ,8,38.7,Văn phòng,14.1,2,3,2,2,2,2.2,4,4,4,4,4,4.0,2,1
R0108,22,Nữ,Đại học,16,45.1,Văn phòng,0.3,3,3,3,2,3,2.8,3,2,3,3,3,2.8,3,0
R0109,37,Nữ,Đại học,5,45.9,Văn phòng,0.6,3,2,3,2,2,2.4,3,2,3,3,3,2.8,4,0
R0110,22,Nữ,Thạc sĩ,5,43.6,Remote,8.0,4,4,3,3,4,3.6,2,2,2,1,2,1.8,3,0
R0111,30,Nam,Thạc sĩ,8,38.1,Văn phòng,4.5,3,3,4,4,3,3.4,4,4,5,4,4,4.2,4,0
R0112,45,Nữ,Đại học,14,33.7,Hybrid,1.3,4,4,4,4,5,4.2,1,2,1,1,1,1.2,4,0
R0113,27,Nữ,Đại học,17,47.9,Văn phòng,2.4,2,3,3,3,3,2.8,2,3,2,3,3,2.6,3,0
R0114,38,Nữ,Đại học,6,33.0,Văn phòng,0.5,3,3,3,4,4,3.4,3,3,3,2,3,2.8,4,0
R0115,43,Nam,Đại học,13,34.9,Văn phòng,0.3,3,3,3,3,3,3.0,4,4,5,4,4,4.2,3,0
R0116,36,Nữ,THPT,6,34.1,Văn phòng,5.3,5,5,4,4,4,4.4,3,4,4,3,3,3.4,2,1
R0117,22,Nữ,THPT,7,40.1,Văn phòng,5.2,3,3,3,3,2,2.8,2,4,4,3,3,3.2,3,1
R0118,31,Nam,Thạc sĩ,13,35.0,Văn phòng,4.7,5,5,3,5,4,4.4,4,4,4,4,4,4.0,3,0
R0119,51,Nữ,Đại học,14,32.6,Hybrid,8.6,4,4,5,5,4,4.4,5,4,5,5,3,4.4,3,1
R0120,22,Nữ,THPT,6,34.0,Văn phòng,1.4,4,3,2,3,2,2.8,3,3,3,2,3,2.8,4,0
R0121,31,Nữ,Thạc sĩ,13,39.9,Remote,2.2,5,4,5,4,5,4.6,3,4,4,4,3,3.6,3,0
R0122,29,Nam,Đại học,5,42.6,Hybrid,1.2,4,4,4,4,4,4.0,4,4,3,4,3,3.6,2,0
R0123,35,Nữ,Đại học,9,40.7,Remote,3.9,1,2,3,2,2,2.0,4,4,3,3,4,3.6,3,1
R0124,40,Nữ,Đại học,6,30.7,Remote,4.1,3,3,4,4,3,3.4,2,2,3,4,2,2.6,4,0
R0125,48,Nam,Tiến sĩ,7,41.4,Hybrid,2.1,4,4,5,4,3,4.0,3,2,3,3,2,2.6,4,0
R0126,31,Nữ,THPT,5,41.6,Văn phòng,10.9,4,3,4,3,3,3.4,3,2,2,3,3,2.6,3,0
R0127,41,Nam,Thạc sĩ,13,37.8,Văn phòng,2.7,2,2,2,2,3,2.2,3,3,3,3,3,3.0,3,1
R0128,38,Nữ,Tiến sĩ,13,35.0,Remote,10.0,5,5,5,5,4,4.8,2,2,1,1,2,1.6,5,0
R0129,38,Nam,Thạc sĩ,7,33.2,Hybrid,5.2,5,5,4,5,4,4.6,1,1,1,1,1,1.0,3,0
R0130,28,Nam,Thạc sĩ,12,36.8,Hybrid,11.2,4,5,4,3,4,4.0,5,5,5,5,5,5.0,3,0
R0131,25,Nữ,Đại học,11,58.5,Văn phòng,5.7,1,1,1,1,1,1.0,3,3,3,3,4,3.2,2,1
R0132,24,Nam,Thạc sĩ,9,33.1,Hybrid,1.0,3,3,3,3,3,3.0,2,3,2,2,3,2.4,3,1
R0133,27,Nữ,Thạc sĩ,29,48.3,Hybrid,4.7,4,4,3,4,3,3.6,2,4,2,3,3,2.8,3,0
R0134,36,Nữ,Đại học,7,33.9,Remote,1.1,4,3,3,3,4,3.4,4,4,4,3,4,3.8,5,0
R0135,40,Nữ,Thạc sĩ,10,36.5,Hybrid,1.4,4,4,5,5,4,4.4,4,3,4,4,4,3.8,4,0
R0136,36,Nữ,Thạc sĩ,8,34.3,Văn phòng,1.0,3,4,4,4,4,3.8,4,5,4,4,4,4.2,4,1
R0137,29,Nam,Thạc sĩ,8,46.3,Hybrid,2.7,4,4,5,5,4,4.4,3,4,3,3,3,3.2,2,0
R0138,50,Nam,Thạc sĩ,11,43.8,Remote,2.3,5,4,5,4,3,4.2,2,3,3,3,2,2.6,3,0
R0139,47,Nữ,Đại học,9,39.2,Hybrid,9.5,4,4,4,3,4,3.8,3,3,3,3,4,3.2,5,0
R0140,30,Nữ,Đại học,6,43.3,Văn phòng,3.6,3,3,3,3,2,2.8,4,5,5,4,4,4.4,2,1
R0141,26,Nam,Đại học,11,46.7,Remote,1.8,5,4,4,4,4,4.2,1,1,2,1,2,1.4,5,0
R0142,35,Nam,THPT,18,36.1,Hybrid,3.9,4,4,3,3,4,3.6,2,3,3,3,3,2.8,4,0
R0143,45,Nam,Đại học,16,46.7,Hybrid,1.7,3,2,3,3,3,2.8,3,3,3,4,3,3.2,5,0
R0144,36,Nữ,Đại học,11,35.1,Hybrid,7.2,3,3,3,4,4,3.4,3,4,5,5,4,4.2,5,0
R0145,39,Nam,Đại học,7,46.3,Hybrid,0.4,3,3,3,4,3,3.2,2,2,2,1,2,1.8,4,0
R0146,32,Nữ,THPT,11,46.7,Hybrid,1.0,3,1,3,3,2,2.4,2,3,3,3,3,2.8,4,0
R0147,38,Nữ,Đại học,17,45.8,Hybrid,0.4,4,4,3,4,4,3.8,3,3,4,4,4,3.6,4,0
R0148,47,Nữ,THPT,18,41.2,Văn phòng,8.1,3,2,3,3,3,2.8,4,3,5,5,3,4.0,4,0
R0149,31,Nữ,Tiến sĩ,12,36.9,Văn phòng,1.3,3,4,4,4,5,4.0,5,4,5,3,4,4.2,3,1
R0150,35,Nữ,Đại học,8,37.8,Remote,21.0,3,3,2,4,3,3.0,3,4,4,4,4,3.8,4,1
R0151,36,Nữ,Đại học,9,46.4,Văn phòng,0.7,3,3,2,3,3,2.8,3,4,1,3,2,2.6,2,0
R0152,36,Nữ,THPT,15,36.5,Văn phòng,1.6,4,4,4,5,4,4.2,3,4,4,4,4,3.8,5,0
R0153,22,Nữ,Đại học,14,42.1,Văn phòng,9.0,2,3,3,3,3,2.8,3,2,3,2,3,2.6,4,0
R0154,22,Nữ,THPT,5,25.0,Văn phòng,4.0,2,2,3,3,3,2.6,3,4,4,4,4,3.8,4,0
R0155,24,Nữ,THPT,14,43.8,Văn phòng,2.7,5,4,5,4,5,4.6,3,3,2,2,4,2.8,2,0
R0156,35,Nữ,Đại học,14,33.4,Hybrid,0.7,4,3,3,4,4,3.6,2,2,2,2,3,2.2,4,0
R0157,38,Nam,Thạc sĩ,6,28.8,Văn phòng,6.3,3,4,3,3,4,3.4,4,3,3,4,3,3.4,4,0
R0158,29,Nữ,Đại học,7,43.7,Hybrid,1.6,4,4,2,3,3,3.2,4,4,3,3,4,3.6,1,1
R0159,46,Nữ,THPT,7,41.3,Văn phòng,5.6,3,2,3,3,3,2.8,3,3,4,4,3,3.4,3,0
R0160,32,Nam,Đại học,7,36.1,Văn phòng,3.5,3,4,5,4,4,4.0,5,4,4,3,3,3.8,3,0
R0161,34,Nữ,Thạc sĩ,5,36.6,Remote,3.8,3,3,2,3,3,2.8,2,2,2,2,2,2.0,5,0
R0162,32,Nam,Thạc sĩ,12,59.3,Remote,1.6,3,3,4,4,4,3.6,3,3,3,4,4,3.4,3,0
R0163,35,Nam,Thạc sĩ,7,38.0,Remote,0.3,5,5,5,4,5,4.8,3,2,2,2,2,2.2,4,0
R0164,40,Nam,Đại học,10,38.9,Hybrid,3.6,4,3,4,4,3,3.6,2,3,2,2,3,2.4,5,0
R0165,39,Nữ,Đại học,8,45.1,Văn phòng,5.4,3,3,2,2,3,2.6,3,3,4,3,4,3.4,4,1
R0166,25,Nam,Thạc sĩ,11,41.5,Văn phòng,3.4,2,2,2,2,3,2.2,4,4,4,4,4,4.0,5,1
R0167,47,Nữ,Đại học,6,47.2,Remote,3.7,3,4,3,4,5,3.8,4,3,4,3,4,3.6,4,0
R0168,24,Nữ,Thạc sĩ,11,43.0,Văn phòng,4.8,3,3,3,3,2,2.8,4,3,2,4,3,3.2,4,1
R0169,34,Nam,Đại học,12,47.2,Văn phòng,0.3,4,4,3,5,4,4.0,3,2,3,2,2,2.4,4,0
R0170,31,Nam,Đại học,15,45.5,Văn phòng,1.0,2,2,2,2,2,2.0,2,2,3,2,3,2.4,3,1
R0171,24,Nữ,THPT,27,50.8,Hybrid,3.8,3,4,4,4,4,3.8,4,3,3,3,3,3.2,4,0
R0172,33,Nữ,THPT,5,38.7,Hybrid,0.6,3,3,3,4,3,3.2,1,2,1,1,1,1.2,4,0
R0173,27,Nữ,Thạc sĩ,12,42.9,Văn phòng,1.3,3,2,3,3,3,2.8,3,3,3,3,3,3.0,3,0
R0174,34,Nữ,Đại học,7,37.4,Văn phòng,0.3,3,2,2,1,3,2.2,3,3,2,2,3,2.6,4,0
R0175,37,Nữ,Tiến sĩ,5,43.8,Văn phòng,1.0,3,3,3,3,3,3.0,3,3,2,3,3,2.8,3,1
R0176,47,Nữ,Đại học,15,31.2,Văn phòng,0.3,3,4,4,3,3,3.4,2,1,2,1,1,1.4,5,0
R0177,36,Nữ,Đại học,19,49.0,Văn phòng,6.8,3,4,4,2,3,3.2,2,2,4,3,3,2.8,3,0
R0178,28,Nam,Đại học,8,47.9,Văn phòng,3.5,4,3,3,4,4,3.6,5,4,5,5,5,4.8,4,1
R0179,30,Nam,Đại học,11,46.7,Remote,3.2,4,3,3,4,4,3.6,3,3,3,3,2,2.8,4,0
R0180,35,Nam,Thạc sĩ,10,39.7,Remote,0.3,5,5,5,5,5,5.0,3,2,2,2,2,2.2,4,0
R0181,34,Nữ,THPT,12,45.1,Văn phòng,7.6,2,3,4,2,3,2.8,2,2,3,3,2,2.4,3,1
R0182,47,Nam,Thạc sĩ,15,35.8,Văn phòng,0.3,2,4,3,4,4,3.4,4,4,4,4,2,3.6,3,0
R0183,46,Nữ,Đại học,12,47.8,Văn phòng,6.2,2,4,3,3,4,3.2,1,2,2,1,1,1.4,1,0
R0184,30,Nữ,Đại học,12,32.3,Hybrid,1.0,2,3,3,3,3,2.8,4,4,4,4,5,4.2,4,1
R0185,29,Nam,Đại học,19,47.9,Remote,6.9,4,4,4,4,3,3.8,3,3,2,3,3,2.8,5,0
R0186,22,Nam,Đại học,9,44.5,Văn phòng,0.6,2,2,2,3,3,2.4,4,4,4,3,4,3.8,3,1
R0187,29,Nam,Đại học,16,45.6,Văn phòng,3.2,2,4,2,4,3,3.0,3,4,4,4,4,3.8,3,1
R0188,25,Nữ,Đại học,7,36.0,Hybrid,0.3,4,4,4,4,4,4.0,4,4,4,4,4,4.0,5,0
R0189,30,Nữ,Đại học,22,50.2,Văn phòng,3.2,4,4,4,5,4,4.2,5,5,5,5,4,4.8,4,0
R0190,37,Nam,Đại học,14,27.0,Remote,0.6,5,5,5,4,4,4.6,4,4,4,4,3,3.8,4,0
R0191,35,Nữ,Đại học,8,46.1,Văn phòng,6.6,3,4,4,3,3,3.4,2,3,2,3,3,2.6,5,0
R0192,33,Nữ,Thạc sĩ,5,40.5,Hybrid,1.1,4,4,5,4,3,4.0,2,2,2,1,1,1.6,4,0
R0193,35,Nữ,Đại học,10,48.9,Văn phòng,0.5,1,3,2,3,2,2.2,2,2,2,2,2,2.0,2,1
R0194,32,Nữ,Đại học,6,40.9,Văn phòng,0.3,4,3,3,3,3,3.2,5,5,5,5,5,5.0,3,0
R0195,35,Nữ,Đại học,12,55.8,Văn phòng,3.4,3,2,2,3,3,2.6,3,3,3,3,3,3.0,3,0
R0196,22,Nam,THPT,21,36.3,Remote,4.3,3,2,3,4,3,3.0,3,4,3,4,3,3.4,4,0
R0197,31,Nữ,Đại học,11,45.7,Remote,9.0,3,4,4,3,3,3.4,2,1,2,2,1,1.6,3,0
R0198,33,Nữ,Đại học,9,33.1,Hybrid,0.3,1,2,2,1,2,1.6,4,4,3,4,3,3.6,5,1
R0199,30,Nam,Đại học,12,40.1,Văn phòng,2.0,3,3,3,4,2,3.0,5,5,5,4,4,4.6,2,1
R0200,32,Nam,Thạc sĩ,12,47.0,Văn phòng,0.7,1,2,2,2,3,2.0,4,3,4,3,4,3.6,3,1
R0201,40,Nữ,Đại học,5,44.0,Remote,2.8,2,3,3,2,2,2.4,2,2,2,2,2,2.0,3,0
R0202,28,Nam,Đại học,11,57.4,Hybrid,1.1,2,4,2,3,3,2.8,4,4,4,5,5,4.4,3,1
R0203,53,Nam,THPT,14,38.9,Văn phòng,2.1,1,2,2,2,2,1.8,3,3,4,3,3,3.2,1,1
R0204,40,Nữ,Đại học,9,50.5,Hybrid,1.8,5,4,5,4,5,4.6,5,5,4,5,5,4.8,3,0
R0205,33,Nữ,Thạc sĩ,16,40.3,Hybrid,4.7,3,3,3,3,3,3.0,2,2,2,2,2,2.0,4,0
R0206,32,Nữ,Đại học,9,34.6,Văn phòng,5.4,2,3,3,3,2,2.6,4,4,5,3,4,4.0,2,1
R0207,33,Nam,Đại học,15,29.0,Văn phòng,2.2,5,4,4,3,4,4.0,2,2,2,2,3,2.2,4,0
R0208,25,Nữ,Đại học,31,48.1,Văn phòng,1.1,4,4,3,3,3,3.4,2,2,2,3,2,2.2,3,0
R0209,33,Nữ,Tiến sĩ,10,36.3,Văn phòng,6.3,3,4,3,4,3,3.4,4,3,3,4,3,3.4,4,1
R0210,36,Nam,THPT,5,45.8,Văn phòng,7.5,3,3,2,2,2,2.4,4,3,4,4,3,3.6,3,1
R0211,39,Nam,Đại học,8,35.7,Hybrid,3.1,3,3,3,3,3,3.0,3,4,3,3,4,3.4,4,0
R0212,39,Nữ,THPT,5,35.2,Hybrid,1.1,5,4,4,3,4,4.0,5,5,5,5,4,4.8,5,0
